pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
5000037,1528081939.481622,e g,tcp,192.168.100.150,52534.0,192.168.100.3,80.0,6,548,RST,1528081967.075049,256227,27.593428,0.142007,0.022625,,,0.284014,0.119382,0.164632,,,,,4,2,428,120,0.181203,0.108722,0.036398,1,DoS,TCP
5000038,1528081939.481624,e g,tcp,192.168.100.150,52535.0,192.168.100.3,80.0,6,548,RST,1528081967.07505,256228,27.593426,0.142007,0.022624,,,0.284013,0.119382,0.164631,,,,,4,2,428,120,0.181203,0.108722,0.036398,1,DoS,TCP
5000039,1528081939.481625,e g,tcp,192.168.100.150,52536.0,192.168.100.3,80.0,6,548,RST,1528081967.07505,256229,27.593426,0.142006,0.022625,,,0.284012,0.119381,0.164631,,,,,4,2,428,120,0.181203,0.108722,0.036398,1,DoS,TCP
5000040,1528081939.481627,e g,tcp,192.168.100.150,52537.0,192.168.100.3,80.0,6,548,RST,1528081967.075051,256230,27.593424,0.142005,0.022625,,,0.28401,0.11938,0.16463,,,,,4,2,428,120,0.181203,0.108722,0.036398,1,DoS,TCP
5000041,1528081939.481628,e g,tcp,192.168.100.150,52540.0,192.168.100.3,80.0,6,548,RST,1528081967.075051,256231,27.593424,0.12686,0.037769,,,0.253721,0.089091,0.16463,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000042,1528081939.48163,e g,tcp,192.168.100.150,52541.0,192.168.100.3,80.0,6,548,RST,1528081967.075052,256232,27.593422,0.12686,0.037769,,,0.253719,0.08909,0.164629,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000043,1528081939.481631,e g,tcp,192.168.100.150,52546.0,192.168.100.3,80.0,6,548,RST,1528081967.075052,256233,27.593422,0.126859,0.03777,,,0.253718,0.089089,0.164629,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000044,1528081939.481632,e g,tcp,192.168.100.150,52547.0,192.168.100.3,80.0,6,548,RST,1528081967.075053,256234,27.593422,0.126859,0.03777,,,0.253718,0.089089,0.164629,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000045,1528081939.481633,e g,tcp,192.168.100.150,52550.0,192.168.100.3,80.0,6,548,RST,1528081967.075053,256235,27.59342,0.126858,0.037771,,,0.253716,0.089087,0.164629,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000046,1528081939.481634,e g,tcp,192.168.100.150,52551.0,192.168.100.3,80.0,6,548,RST,1528081967.075054,256236,27.59342,0.126858,0.037771,,,0.253715,0.089086,0.164629,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000047,1528081939.481636,e g,tcp,192.168.100.150,52552.0,192.168.100.3,80.0,6,548,RST,1528081967.075054,256237,27.593418,0.126856,0.037772,,,0.253712,0.089084,0.164628,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000048,1528081939.481637,e g,tcp,192.168.100.150,52553.0,192.168.100.3,80.0,6,548,RST,1528081967.075055,256238,27.593418,0.126856,0.037772,,,0.253712,0.089084,0.164628,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000049,1528081939.481639,e g,tcp,192.168.100.150,52556.0,192.168.100.3,80.0,6,548,RST,1528081967.075055,256239,27.593416,0.126855,0.037772,,,0.25371,0.089083,0.164627,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000050,1528081939.48164,e g,tcp,192.168.100.150,52557.0,192.168.100.3,80.0,6,548,RST,1528081967.075056,256240,27.593416,0.126855,0.037772,,,0.25371,0.089083,0.164627,,,,,4,2,428,120,0.181203,0.108722,0.036358,1,DoS,TCP
5000051,1528081939.523003,e g,tcp,192.168.100.150,52564.0,192.168.100.3,80.0,6,548,RST,1528081967.075041,256241,27.552038,0.127486,0.038337,,,0.254972,0.089149,0.165823,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000052,1528081939.523005,e g,tcp,192.168.100.150,52565.0,192.168.100.3,80.0,6,548,RST,1528081967.075041,256242,27.552036,0.127485,0.038337,,,0.25497,0.089148,0.165822,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000053,1528081939.523008,e g,tcp,192.168.100.150,52570.0,192.168.100.3,80.0,6,548,RST,1528081967.075042,256243,27.552034,0.127515,0.038368,,,0.255031,0.089148,0.165883,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000054,1528081939.52301,e g,tcp,192.168.100.150,52571.0,192.168.100.3,80.0,6,548,RST,1528081967.075042,256244,27.552032,0.127515,0.038367,,,0.255029,0.089147,0.165882,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000055,1528081939.523012,e g,tcp,192.168.100.150,52574.0,192.168.100.3,80.0,6,548,RST,1528081967.075043,256245,27.552031,0.127514,0.038367,,,0.255028,0.089147,0.165881,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000056,1528081939.523013,e g,tcp,192.168.100.150,52575.0,192.168.100.3,80.0,6,548,RST,1528081967.075043,256246,27.552031,0.127513,0.038367,,,0.255027,0.089146,0.165881,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000057,1528081939.523015,e g,tcp,192.168.100.150,52576.0,192.168.100.3,80.0,6,548,RST,1528081967.075044,256247,27.552029,0.127513,0.038367,,,0.255026,0.089146,0.16588,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000058,1528081939.523017,e g,tcp,192.168.100.150,52577.0,192.168.100.3,80.0,6,548,RST,1528081967.075044,256248,27.552027,0.127512,0.038367,,,0.255024,0.089145,0.165879,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000059,1528081939.523019,e g,tcp,192.168.100.150,52580.0,192.168.100.3,80.0,6,548,RST,1528081967.075045,256249,27.552027,0.127512,0.038366,,,0.255023,0.089145,0.165878,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000060,1528081939.52302,e g,tcp,192.168.100.150,52581.0,192.168.100.3,80.0,6,548,RST,1528081967.075045,256250,27.552025,0.127511,0.038366,,,0.255021,0.089144,0.165877,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000061,1528081939.523022,e g,tcp,192.168.100.150,52586.0,192.168.100.3,80.0,6,548,RST,1528081967.075046,256251,27.552025,0.12751,0.038366,,,0.25502,0.089144,0.165876,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000062,1528081939.523023,e g,tcp,192.168.100.150,52587.0,192.168.100.3,80.0,6,548,RST,1528081967.075046,256252,27.552023,0.12751,0.038366,,,0.255019,0.089143,0.165876,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000063,1528081939.523026,e g,tcp,192.168.100.150,52590.0,192.168.100.3,80.0,6,548,RST,1528081967.075047,256253,27.552021,0.127509,0.038366,,,0.255018,0.089143,0.165875,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000064,1528081939.523028,e g,tcp,192.168.100.150,52591.0,192.168.100.3,80.0,6,548,RST,1528081967.10946,256254,27.586432,0.144715,0.021159,,,0.289429,0.123555,0.165874,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000065,1528081939.52303,e g,tcp,192.168.100.150,52592.0,192.168.100.3,80.0,6,548,RST,1528081967.109462,256255,27.586432,0.144715,0.021159,,,0.289429,0.123556,0.165873,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000066,1528081939.523031,e g,tcp,192.168.100.150,52593.0,192.168.100.3,80.0,6,548,RST,1528081967.109463,256256,27.586432,0.144715,0.021159,,,0.289429,0.123556,0.165873,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000067,1528081939.523033,e g,tcp,192.168.100.150,52596.0,192.168.100.3,80.0,6,548,RST,1528081967.109464,256257,27.586432,0.14471,0.021161,,,0.289421,0.123549,0.165872,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000068,1528081939.523035,e g,tcp,192.168.100.150,52597.0,192.168.100.3,80.0,6,548,RST,1528081967.109465,256258,27.58643,0.144709,0.021161,,,0.289419,0.123548,0.165871,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000069,1528081939.523037,e g,tcp,192.168.100.150,52602.0,192.168.100.3,80.0,6,548,RST,1528081967.109466,256259,27.58643,0.144708,0.02116,,,0.289417,0.123548,0.165869,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000070,1528081939.523039,e g,tcp,192.168.100.150,52603.0,192.168.100.3,80.0,6,548,RST,1528081967.109467,256260,27.586428,0.144708,0.02116,,,0.289416,0.123548,0.165868,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000071,1528081939.52304,e g,tcp,192.168.100.150,52606.0,192.168.100.3,80.0,6,548,RST,1528081967.109467,256261,27.586428,0.144707,0.021161,,,0.289414,0.123546,0.165868,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000072,1528081939.523042,e g,tcp,192.168.100.150,52607.0,192.168.100.3,80.0,6,548,RST,1528081967.109468,256262,27.586426,0.144707,0.02116,,,0.289413,0.123546,0.165867,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000073,1528081939.523043,e g,tcp,192.168.100.150,52608.0,192.168.100.3,80.0,6,548,RST,1528081967.109469,256263,27.586426,0.144749,0.021204,,,0.289498,0.123545,0.165953,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000074,1528081939.523045,e g,tcp,192.168.100.150,52609.0,192.168.100.3,80.0,6,548,RST,1528081967.10947,256264,27.586426,0.144748,0.021204,,,0.289496,0.123544,0.165952,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000075,1528081939.523046,e g,tcp,192.168.100.150,52612.0,192.168.100.3,80.0,6,548,RST,1528081967.10947,256265,27.586424,0.144747,0.021205,,,0.289495,0.123543,0.165952,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000076,1528081939.523048,e g,tcp,192.168.100.150,52613.0,192.168.100.3,80.0,6,548,RST,1528081967.109471,256266,27.586424,0.144746,0.021205,,,0.289493,0.123542,0.165951,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000077,1528081939.523049,e g,tcp,192.168.100.150,52618.0,192.168.100.3,80.0,6,548,RST,1528081967.109472,256267,27.586424,0.144746,0.021205,,,0.289493,0.123542,0.165951,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000078,1528081939.523051,e g,tcp,192.168.100.150,52619.0,192.168.100.3,80.0,6,548,RST,1528081967.109473,256268,27.586422,0.144745,0.021204,,,0.28949,0.123541,0.165949,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000079,1528081939.523052,e g,tcp,192.168.100.150,52622.0,192.168.100.3,80.0,6,548,RST,1528081967.109473,256269,27.58642,0.144745,0.021205,,,0.28949,0.12354,0.16595,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000080,1528081939.523054,e g,tcp,192.168.100.150,52623.0,192.168.100.3,80.0,6,548,RST,1528081967.109474,256270,27.58642,0.144744,0.021205,,,0.289488,0.123539,0.165949,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000081,1528081939.523056,e g,tcp,192.168.100.150,52624.0,192.168.100.3,80.0,6,548,RST,1528081967.109475,256271,27.586418,0.144744,0.021205,,,0.289487,0.123539,0.165948,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000082,1528081939.523057,e g,tcp,192.168.100.150,52625.0,192.168.100.3,80.0,6,548,RST,1528081967.109475,256272,27.586418,0.144743,0.021205,,,0.289485,0.123537,0.165948,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000083,1528081939.523059,e g,tcp,192.168.100.150,52628.0,192.168.100.3,80.0,6,548,RST,1528081967.109476,256273,27.586416,0.144742,0.021205,,,0.289484,0.123537,0.165947,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000084,1528081939.523061,e g,tcp,192.168.100.150,52629.0,192.168.100.3,80.0,6,548,RST,1528081967.109477,256274,27.586416,0.144742,0.021204,,,0.289483,0.123537,0.165946,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000085,1528081939.523062,e g,tcp,192.168.100.150,52634.0,192.168.100.3,80.0,6,548,RST,1528081967.109478,256275,27.586416,0.144741,0.021205,,,0.289482,0.123536,0.165946,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000086,1528081939.523064,e g,tcp,192.168.100.150,52635.0,192.168.100.3,80.0,6,548,RST,1528081967.109478,256276,27.586414,0.14474,0.021205,,,0.28948,0.123535,0.165945,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000087,1528081939.523066,e g,tcp,192.168.100.150,52638.0,192.168.100.3,80.0,6,548,RST,1528081967.109479,256277,27.586412,0.144738,0.021205,,,0.289477,0.123534,0.165943,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000088,1528081939.523067,e g,tcp,192.168.100.150,52639.0,192.168.100.3,80.0,6,548,RST,1528081967.10948,256278,27.586412,0.144738,0.021205,,,0.289476,0.123533,0.165943,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000089,1528081939.523068,e g,tcp,192.168.100.150,52640.0,192.168.100.3,80.0,6,548,RST,1528081967.109481,256279,27.586412,0.144738,0.021205,,,0.289476,0.123533,0.165943,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000090,1528081939.523069,e g,tcp,192.168.100.150,52641.0,192.168.100.3,80.0,6,548,RST,1528081967.109481,256280,27.586412,0.144737,0.021205,,,0.289475,0.123532,0.165943,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000091,1528081939.523071,e g,tcp,192.168.100.150,52644.0,192.168.100.3,80.0,6,548,RST,1528081967.109482,256281,27.586411,0.144736,0.021205,,,0.289473,0.123531,0.165942,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000092,1528081939.523072,e g,tcp,192.168.100.150,52645.0,192.168.100.3,80.0,6,548,RST,1528081967.109483,256282,27.586411,0.144736,0.021205,,,0.289473,0.123531,0.165942,,,,,4,2,428,120,0.181249,0.108749,0.036413,1,DoS,TCP
5000093,1528081939.523097,e g,tcp,192.168.100.150,52562.0,192.168.100.3,80.0,6,548,RST,1528081967.075056,256283,27.551958,0.127448,0.038368,,,0.254896,0.08908,0.165816,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000094,1528081939.523099,e g,tcp,192.168.100.150,52563.0,192.168.100.3,80.0,6,548,RST,1528081967.075057,256284,27.551958,0.127448,0.038367,,,0.254896,0.089081,0.165815,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000095,1528081939.5231,e g,tcp,192.168.100.150,52566.0,192.168.100.3,80.0,6,548,RST,1528081967.075057,256285,27.551956,0.127478,0.038398,,,0.254956,0.08908,0.165876,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000096,1528081939.523101,e g,tcp,192.168.100.150,52567.0,192.168.100.3,80.0,6,548,RST,1528081967.075058,256286,27.551956,0.127478,0.038398,,,0.254956,0.08908,0.165876,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000097,1528081939.523103,e g,tcp,192.168.100.150,52568.0,192.168.100.3,80.0,6,548,RST,1528081967.075058,256287,27.551954,0.127477,0.038398,,,0.254954,0.089079,0.165875,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000098,1528081939.523105,e g,tcp,192.168.100.150,52569.0,192.168.100.3,80.0,6,548,RST,1528081967.075059,256288,27.551954,0.127476,0.038398,,,0.254953,0.089079,0.165874,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000099,1528081939.523107,e g,tcp,192.168.100.150,52572.0,192.168.100.3,80.0,6,548,RST,1528081967.075059,256289,27.551952,0.127476,0.038398,,,0.254951,0.089078,0.165873,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
5000100,1528081939.523108,e g,tcp,192.168.100.150,52573.0,192.168.100.3,80.0,6,548,RST,1528081967.07506,256290,27.551952,0.127476,0.038398,,,0.254951,0.089078,0.165873,,,,,4,2,428,120,0.181475,0.108885,0.036413,1,DoS,TCP
